icao24,origin_country,pos_time,longitude,latitude,velocity,retrieved_time,pos_date,pos_country,pos_city
8960f1,United Arab Emirates,2026-03-06 10:45:56+00:00,13.2477,35.6873,281.23,2026-03-06 10:45:57+00:00,2026-03-06,IT,Lampedusa
8960ef,United Arab Emirates,2026-03-06 10:43:43+00:00,33.7281,28.4903,212.19,2026-03-06 10:45:57+00:00,2026-03-06,EG,Saint Catherine
a15b2f,United States,2026-03-06 10:45:57+00:00,-89.3521,38.2658,239.38,2026-03-06 10:45:57+00:00,2026-03-06,US,Nashville
48449a,Kingdom of the Netherlands,2026-03-06 10:45:55+00:00,19.2102,41.5482,252.98,2026-03-06 10:45:57+00:00,2026-03-06,AL,Durrës
440c13,Austria,2026-03-06 10:42:55+00:00,15.6183,48.4175,31.33,2026-03-06 10:45:57+00:00,2026-03-06,AT,Krems an der Donau
440c14,Austria,2026-03-06 10:42:23+00:00,14.7823,46.5224,0.45,2026-03-06 10:45:57+00:00,2026-03-06,AT,Feistritz ob Bleiburg
49514c,Portugal,2026-03-06 10:45:56+00:00,2.0307,53.2088,249.52,2026-03-06 10:45:57+00:00,2026-03-06,GB,Hemsby
49514d,Portugal,2026-03-06 10:45:56+00:00,-2.6255,45.5813,222.78,2026-03-06 10:45:57+00:00,2026-03-06,FR,L'Île-d'Yeu
49514e,Portugal,2026-03-06 10:45:52+00:00,-12.4081,34.3441,220.63,2026-03-06 10:45:57+00:00,2026-03-06,MA,El Akarta
3d21ef,Germany,2026-03-06 10:45:56+00:00,7.2128,52.4511,52.95,2026-03-06 10:45:57+00:00,2026-03-06,DE,Lohne
47c1f7,Norway,2026-03-06 10:45:56+00:00,2.8944,56.651,247.2,2026-03-06 10:45:57+00:00,2026-03-06,NO,Utsira
49514a,Portugal,2026-03-06 10:45:55+00:00,6.9107,45.0082,179.87,2026-03-06 10:45:57+00:00,2026-03-06,IT,Pragelato-Ruà
e490ee,Brazil,2026-03-06 10:44:09+00:00,-54.8634,-31.6248,211.11,2026-03-06 10:45:57+00:00,2026-03-06,UY,Vichadero
49514b,Portugal,2026-03-06 10:45:56+00:00,1.5818,48.1709,229.27,2026-03-06 10:45:57+00:00,2026-03-06,FR,Orgères-en-Beauce
e490ef,Brazil,2026-03-06 10:45:35+00:00,-46.657,-23.6274,2.83,2026-03-06 10:45:57+00:00,2026-03-06,BR,Campo Belo
7c6d38,Australia,2026-03-06 10:45:56+00:00,153.2971,-27.1707,140.14,2026-03-06 10:45:57+00:00,2026-03-06,AU,Woorim
8004a7,India,2026-03-06 10:45:54+00:00,72.7734,18.7144,168.91,2026-03-06 10:45:57+00:00,2026-03-06,IN,Alībāg
7c6d36,Australia,2026-03-06 10:45:55+00:00,144.8443,-37.672,5.4,2026-03-06 10:45:57+00:00,2026-03-06,AU,Attwood
7c6d33,Australia,2026-03-06 10:45:56+00:00,147.5029,-33.5374,218.19,2026-03-06 10:45:57+00:00,2026-03-06,AU,West Wyalong
8960fa,United Arab Emirates,2026-03-06 10:45:55+00:00,55.691,25.0887,119.26,2026-03-06 10:45:57+00:00,2026-03-06,AE,Lahbab
7c6d31,Australia,2026-03-06 10:45:56+00:00,142.9706,-37.8219,247.05,2026-03-06 10:45:57+00:00,2026-03-06,AU,Mortlake
495150,Portugal,2026-03-06 10:45:56+00:00,12.529,55.725,127.59,2026-03-06 10:45:57+00:00,2026-03-06,DK,Buddinge
495153,Portugal,2026-03-06 10:45:56+00:00,-6.8658,39.6881,227.13,2026-03-06 10:45:57+00:00,2026-03-06,ES,Alcántara
8017a0,India,2026-03-06 10:45:55+00:00,71.9195,19.2038,217.39,2026-03-06 10:45:57+00:00,2026-03-06,IN,Gorai
440c2e,Austria,2026-03-06 10:45:56+00:00,16.1897,47.6177,48.35,2026-03-06 10:45:57+00:00,2026-03-06,AT,Lichtenegg
a5d007,United States,2026-03-06 10:45:56+00:00,-121.9852,45.3127,283.26,2026-03-06 10:45:57+00:00,2026-03-06,US,Mount Hood Village
7c6d27,Australia,2026-03-06 10:45:56+00:00,152.6283,-28.7534,233.1,2026-03-06 10:45:57+00:00,2026-03-06,AU,Kyogle
495145,Portugal,2026-03-06 10:45:56+00:00,11.9646,42.1162,128.39,2026-03-06 10:45:57+00:00,2026-03-06,IT,Tolfa
50021d,San Marino,2026-03-06 10:45:56+00:00,5.4794,49.7327,238.42,2026-03-06 10:45:57+00:00,2026-03-06,BE,Tintigny
7c6d24,Australia,2026-03-06 10:45:56+00:00,150.2002,-31.4873,216.73,2026-03-06 10:45:57+00:00,2026-03-06,AU,Werris Creek
495146,Portugal,2026-03-06 10:45:55+00:00,-25.0422,37.5513,177.18,2026-03-06 10:45:57+00:00,2026-03-06,PT,Povoação
a0b848,United States,2026-03-06 10:43:40+00:00,-100.0975,41.6482,282.78,2026-03-06 10:45:57+00:00,2026-03-06,US,Brewster
4b169a,Switzerland,2026-03-06 10:45:56+00:00,10.0064,59.7871,200.97,2026-03-06 10:45:57+00:00,2026-03-06,NO,Mjøndalen
0d0cfd,Mexico,2026-03-06 10:45:43+00:00,-100.086,19.4118,243.32,2026-03-06 10:45:57+00:00,2026-03-06,MX,El Jacal
8960e7,United Arab Emirates,2026-03-06 10:45:56+00:00,9.3429,49.7404,255.01,2026-03-06 10:45:57+00:00,2026-03-06,DE,Freudenberg
440c38,Austria,2026-03-06 10:45:56+00:00,7.3726,51.9909,246.76,2026-03-06 10:45:57+00:00,2026-03-06,DE,Havixbeck
a0a522,United States,2026-03-06 10:45:56+00:00,139.772,35.5505,1.8,2026-03-06 10:45:57+00:00,2026-03-06,JP,Haneda
ab271f,United States,2026-03-06 10:45:55+00:00,-7.1672,50.7914,248.73,2026-03-06 10:45:57+00:00,2026-03-06,GB,Hugh Town
4b168f,Switzerland,2026-03-06 10:42:48+00:00,8.5594,47.454,0.0,2026-03-06 10:45:57+00:00,2026-03-06,CH,Glattbrugg / Rohr/Platten-Balsberg
8016e0,India,2026-03-06 10:45:56+00:00,78.1472,28.4534,134.14,2026-03-06 10:45:57+00:00,2026-03-06,IN,Jahāngīrābād
4246b3,United Kingdom,2026-03-06 10:45:55+00:00,-83.7566,45.4799,219.86,2026-03-06 10:45:57+00:00,2026-03-06,US,Rogers City
a2cb33,United States,2026-03-06 10:45:56+00:00,-13.5596,52.9153,227.19,2026-03-06 10:45:57+00:00,2026-03-06,IE,Dingle
a52b19,United States,2026-03-06 10:41:48+00:00,-72.7891,22.8162,215.73,2026-03-06 10:45:57+00:00,2026-03-06,BS,Abraham’s Bay
5001d4,San Marino,2026-03-06 10:45:56+00:00,4.672,41.0576,246.81,2026-03-06 10:45:57+00:00,2026-03-06,ES,Mercadal
4b027e,Switzerland,2026-03-06 10:45:56+00:00,7.0887,45.9113,192.99,2026-03-06 10:45:57+00:00,2026-03-06,IT,Saint-Rhémy
4b027d,Switzerland,2026-03-06 10:45:56+00:00,-2.2839,36.8094,244.46,2026-03-06 10:45:57+00:00,2026-03-06,ES,Retamar
4b027c,Switzerland,2026-03-06 10:45:56+00:00,3.8339,41.6016,213.1,2026-03-06 10:45:57+00:00,2026-03-06,ES,Begur
505d83,Slovakia,2026-03-06 10:45:56+00:00,16.9231,48.1098,33.97,2026-03-06 10:45:57+00:00,2026-03-06,AT,Hundsheim
8016da,India,2026-03-06 10:45:56+00:00,86.0275,22.3556,228.33,2026-03-06 10:45:57+00:00,2026-03-06,IN,Kuchaiburi
300a02,Italy,2026-03-06 10:45:56+00:00,11.232,46.0709,33.32,2026-03-06 10:45:57+00:00,2026-03-06,IT,Pergine Valsugana
a53207,United States,2026-03-06 10:45:57+00:00,-108.5706,38.9233,228.58,2026-03-06 10:45:57+00:00,2026-03-06,US,Orchard Mesa
a03b91,United States,2026-03-06 10:45:56+00:00,-81.066,27.3613,244.5,2026-03-06 10:45:57+00:00,2026-03-06,US,Okeechobee
8016df,India,2026-03-06 10:45:56+00:00,89.9938,23.096,225.54,2026-03-06 10:45:57+00:00,2026-03-06,BD,Tungipāra
70472b,Myanmar,2026-03-06 10:45:20+00:00,96.1298,16.8974,0.26,2026-03-06 10:45:57+00:00,2026-03-06,MM,Yangon
4b0281,Switzerland,2026-03-06 10:45:56+00:00,-8.4829,39.316,191.71,2026-03-06 10:45:57+00:00,2026-03-06,PT,Azinhaga
8003c4,India,2026-03-06 10:45:56+00:00,77.2005,28.5217,72.62,2026-03-06 10:45:57+00:00,2026-03-06,IN,Saiyad-ul-ajaib
c03f02,Canada,2026-03-06 10:45:57+00:00,-84.4871,43.678,263.04,2026-03-06 10:45:57+00:00,2026-03-06,US,Coleman
7c7efd,Australia,2026-03-06 10:45:55+00:00,115.2123,-34.2288,65.61,2026-03-06 10:45:57+00:00,2026-03-06,AU,Augusta
a35eeb,United States,2026-03-06 10:45:56+00:00,-88.1329,41.8795,123.57,2026-03-06 10:45:57+00:00,2026-03-06,US,Wheaton
3d2350,Germany,2026-03-06 10:45:55+00:00,6.6363,52.7177,98.46,2026-03-06 10:45:57+00:00,2026-03-06,NL,Oosterhesselen
ac3ea3,United States,2026-03-06 10:45:56+00:00,-83.264,36.5595,213.48,2026-03-06 10:45:57+00:00,2026-03-06,US,Sneedville
4b0274,Switzerland,2026-03-06 10:45:42+00:00,6.0924,46.2255,0.0,2026-03-06 10:45:57+00:00,2026-03-06,CH,Vernier
405638,United Kingdom,2026-03-06 10:45:55+00:00,-9.3617,38.4963,82.32,2026-03-06 10:45:57+00:00,2026-03-06,PT,Costa da Caparica
a41e2c,United States,2026-03-06 10:45:56+00:00,-77.5759,38.741,110.79,2026-03-06 10:45:57+00:00,2026-03-06,US,Linton Hall
a34bb1,United States,2026-03-06 10:42:22+00:00,-0.7026,44.8344,8.23,2026-03-06 10:45:57+00:00,2026-03-06,FR,Le Haillan
405631,United Kingdom,2026-03-06 10:45:56+00:00,2.014,42.9813,225.69,2026-03-06 10:45:57+00:00,2026-03-06,FR,Chalabre
a0a54d,United States,2026-03-06 10:45:56+00:00,-46.1196,-21.9474,242.2,2026-03-06 10:45:57+00:00,2026-03-06,BR,Campestre
4891b4,Poland,2026-03-06 10:45:56+00:00,-4.1445,55.5071,196.14,2026-03-06 10:45:57+00:00,2026-03-06,GB,Muirkirk
4891b2,Poland,2026-03-06 10:45:56+00:00,28.7739,35.8105,257.61,2026-03-06 10:45:57+00:00,2026-03-06,GR,Archángelos
4006c1,United Kingdom,2026-03-06 10:45:56+00:00,-2.1617,50.8533,203.67,2026-03-06 10:45:57+00:00,2026-03-06,GB,Blandford Forum
a29551,United States,2026-03-06 10:45:56+00:00,-87.6995,45.413,269.15,2026-03-06 10:45:57+00:00,2026-03-06,US,Menominee
a05582,United States,2026-03-06 10:45:56+00:00,-80.9951,35.528,101.7,2026-03-06 10:45:57+00:00,2026-03-06,US,Westport
a28e5b,United States,2026-03-06 10:45:56+00:00,-93.2771,35.2174,230.38,2026-03-06 10:45:57+00:00,2026-03-06,US,London
8016ae,India,2026-03-06 10:45:56+00:00,77.3688,13.3262,110.1,2026-03-06 10:45:57+00:00,2026-03-06,IN,Doddaballapura
4891ad,Poland,2026-03-06 10:45:53+00:00,16.832,52.4155,0.0,2026-03-06 10:45:57+00:00,2026-03-06,PL,Baranowo
8016bb,India,2026-03-06 10:45:55+00:00,73.799,19.6442,227.71,2026-03-06 10:45:57+00:00,2026-03-06,IN,Ghoti Budrukh
ab8862,United States,2026-03-06 10:45:56+00:00,6.6304,50.5513,227.61,2026-03-06 10:45:57+00:00,2026-03-06,DE,Mechernich
4891b6,Poland,2026-03-06 10:45:56+00:00,-1.8783,49.151,216.15,2026-03-06 10:45:57+00:00,2026-03-06,JE,Le Hocq
8016d2,India,2026-03-06 10:45:41+00:00,82.3705,20.0063,232.01,2026-03-06 10:45:57+00:00,2026-03-06,IN,Umarkot
aa9093,United States,2026-03-06 10:44:59+00:00,-105.8947,30.6887,285.34,2026-03-06 10:45:57+00:00,2026-03-06,MX,Porvenir
758596,Philippines,2026-03-06 10:45:56+00:00,121.0915,14.3896,108.03,2026-03-06 10:45:57+00:00,2026-03-06,PH,Tunasan
8016d4,India,2026-03-06 10:45:56+00:00,77.4492,13.4494,146.5,2026-03-06 10:45:57+00:00,2026-03-06,IN,Gauribidanur
4b028e,Switzerland,2026-03-06 10:45:56+00:00,8.399,47.6983,115.75,2026-03-06 10:45:57+00:00,2026-03-06,DE,Eggingen
8016be,India,2026-03-06 10:45:55+00:00,100.8341,3.3722,204.45,2026-03-06 10:45:57+00:00,2026-03-06,MY,Sekinchan
4b028d,Switzerland,2026-03-06 10:45:56+00:00,8.3717,47.6029,102.5,2026-03-06 10:45:57+00:00,2026-03-06,DE,Wutöschingen
4b028a,Switzerland,2026-03-06 10:45:55+00:00,8.5603,47.4463,2.06,2026-03-06 10:45:57+00:00,2026-03-06,CH,Glattbrugg / Rohr/Platten-Balsberg
0d0cd0,Mexico,2026-03-06 10:45:56+00:00,-97.4076,28.9457,135.0,2026-03-06 10:45:57+00:00,2026-03-06,US,Yorktown
a615d0,United States,2026-03-06 10:45:55+00:00,-82.2166,34.8762,211.03,2026-03-06 10:45:57+00:00,2026-03-06,US,Greer
3cf027,Germany,2026-03-06 10:41:25+00:00,-3.5741,40.4565,0.64,2026-03-06 10:45:57+00:00,2026-03-06,ES,Rejas
78225d,China,2026-03-06 10:45:55+00:00,139.7662,35.5532,10.8,2026-03-06 10:45:57+00:00,2026-03-06,JP,Haneda
4891a6,Poland,2026-03-06 10:45:55+00:00,49.808,23.244,254.07,2026-03-06 10:45:57+00:00,2026-03-06,SA,Aţ Ţaraf
4b0293,Switzerland,2026-03-06 10:45:56+00:00,8.5003,47.5084,72.84,2026-03-06 10:45:57+00:00,2026-03-06,CH,Höri
a16e7d,United States,2026-03-06 10:45:56+00:00,-90.3195,37.022,251.88,2026-03-06 10:45:57+00:00,2026-03-06,US,Greenville
4b0292,Switzerland,2026-03-06 10:45:55+00:00,20.8866,42.2218,236.31,2026-03-06 10:45:57+00:00,2026-03-06,XK,Gjinoc
3d1c25,Germany,2026-03-06 10:45:56+00:00,9.4701,53.1789,58.58,2026-03-06 10:45:57+00:00,2026-03-06,DE,Scheeßel
781b94,China,,,,146.91,2026-03-06 10:45:57+00:00,,,
471d61,Hungary,2026-03-06 10:45:56+00:00,19.7312,47.9904,194.42,2026-03-06 10:45:57+00:00,2026-03-06,HU,Tar
471d64,Hungary,2026-03-06 10:45:56+00:00,15.7965,45.4433,217.17,2026-03-06 10:45:57+00:00,2026-03-06,HR,Lasinja
471d65,Hungary,2026-03-06 10:45:55+00:00,8.0418,44.3695,218.96,2026-03-06 10:45:57+00:00,2026-03-06,IT,Ceva
c1ea45,Canada,2026-03-06 10:45:55+00:00,-114.025,51.1166,5.14,2026-03-06 10:45:57+00:00,2026-03-06,CA,Beddington Heights
c1ea44,Canada,2026-03-06 10:45:44+00:00,-114.0161,51.1349,4.89,2026-03-06 10:45:57+00:00,2026-03-06,CA,Beddington Heights
a6a0f6,United States,2026-03-06 10:45:56+00:00,-65.4012,18.4839,131.87,2026-03-06 10:45:57+00:00,2026-03-06,PR,Culebra
ac45d5,United States,2026-03-06 10:45:56+00:00,-94.4548,36.0637,238.45,2026-03-06 10:45:57+00:00,2026-03-06,US,Lincoln
3d361f,Germany,2026-03-06 10:45:56+00:00,12.5435,51.0258,49.7,2026-03-06 10:45:57+00:00,2026-03-06,DE,Frohburg
3991e6,France,2026-03-06 10:45:56+00:00,2.1191,48.9613,142.22,2026-03-06 10:45:57+00:00,2026-03-06,FR,Le Mesnil-le-Roi
78227c,China,2026-03-06 10:45:06+00:00,119.9652,23.8881,184.46,2026-03-06 10:45:57+00:00,2026-03-06,TW,Erlin
3991e1,France,2026-03-06 10:45:57+00:00,21.9082,40.828,257.67,2026-03-06 10:45:57+00:00,2026-03-06,GR,Árnissa
471d5a,Hungary,2026-03-06 10:45:56+00:00,-16.631,32.6772,132.98,2026-03-06 10:45:57+00:00,2026-03-06,PT,Caniçal
151e58,Russian Federation,2026-03-06 10:45:55+00:00,20.4452,56.5027,218.96,2026-03-06 10:45:57+00:00,2026-03-06,LV,Liepāja
471d5c,Hungary,2026-03-06 10:45:56+00:00,25.7609,44.4917,132.65,2026-03-06 10:45:57+00:00,2026-03-06,RO,Trestieni
aab886,United States,2026-03-06 10:45:56+00:00,-85.764,40.7089,248.13,2026-03-06 10:45:57+00:00,2026-03-06,US,Mount Vernon
151e6d,Russian Federation,2026-03-06 10:43:51+00:00,29.7893,40.3365,142.06,2026-03-06 10:45:57+00:00,2026-03-06,TR,İznik
abbe4a,United States,2026-03-06 10:45:56+00:00,1.5408,52.9153,262.72,2026-03-06 10:45:57+00:00,2026-03-06,GB,Mundesley
3ffa7b,Germany,2026-03-06 10:45:56+00:00,11.5358,51.0008,38.45,2026-03-06 10:45:57+00:00,2026-03-06,DE,Apolda
ad9b28,United States,2026-03-06 10:45:56+00:00,-82.5947,28.1208,145.44,2026-03-06 10:45:57+00:00,2026-03-06,US,Keystone
8016fa,India,2026-03-06 10:45:56+00:00,77.5843,27.2222,94.33,2026-03-06 10:45:57+00:00,2026-03-06,IN,Bharatpur
48440c,Kingdom of the Netherlands,2026-03-06 10:45:55+00:00,4.745,52.9774,44.09,2026-03-06 10:45:57+00:00,2026-03-06,NL,Den Helder
ab6247,United States,2026-03-06 10:45:56+00:00,-86.1801,31.8455,250.33,2026-03-06 10:45:57+00:00,2026-03-06,US,Taylor
4006eb,United Kingdom,2026-03-06 10:45:56+00:00,-3.8232,48.9816,196.73,2026-03-06 10:45:57+00:00,2026-03-06,FR,Plougasnou
a39b56,United States,2026-03-06 10:45:56+00:00,-82.1473,27.5587,250.23,2026-03-06 10:45:57+00:00,2026-03-06,US,Wimauma
c82285,New Zealand,2026-03-06 10:45:56+00:00,173.9836,-38.6916,137.47,2026-03-06 10:45:57+00:00,2026-03-06,NZ,Moturoa
40697c,United Kingdom,2026-03-06 10:45:56+00:00,-0.5227,51.6416,145.97,2026-03-06 10:45:57+00:00,2026-03-06,GB,Chorleywood
40697b,United Kingdom,2026-03-06 10:45:57+00:00,-2.5151,46.6208,238.59,2026-03-06 10:45:57+00:00,2026-03-06,FR,L'Île-d'Yeu
a8304f,United States,2026-03-06 10:45:53+00:00,-135.5237,56.8434,184.51,2026-03-06 10:45:57+00:00,2026-03-06,US,Sitka
344216,Spain,2026-03-06 10:45:56+00:00,0.1238,45.0513,219.6,2026-03-06 10:45:57+00:00,2026-03-06,FR,Ménesplet
344213,Spain,2026-03-06 10:45:56+00:00,-0.0284,38.2358,247.83,2026-03-06 10:45:57+00:00,2026-03-06,ES,Benidorm
8470a0,Japan,2026-03-06 10:45:54+00:00,142.7512,41.1082,203.15,2026-03-06 10:45:57+00:00,2026-03-06,JP,Erimo
a89234,United States,2026-03-06 10:45:56+00:00,5.5938,46.758,226.26,2026-03-06 10:45:57+00:00,2026-03-06,FR,Lons-le-Saunier
841c60,Japan,2026-03-06 10:45:56+00:00,139.772,35.5559,2.57,2026-03-06 10:45:57+00:00,2026-03-06,JP,Haneda
151da6,Russian Federation,2026-03-06 10:45:56+00:00,38.1081,41.1465,206.45,2026-03-06 10:45:57+00:00,2026-03-06,TR,Piraziz
151da9,Russian Federation,2026-03-06 10:38:05+00:00,37.4293,55.9695,27.7,2026-03-06 10:45:57+00:00,2026-03-06,RU,Sheremet’yevskiy
801800,India,2026-03-06 10:45:56+00:00,82.6311,25.815,260.9,2026-03-06 10:45:57+00:00,2026-03-06,IN,Jaunpur
a53287,United States,2026-03-06 10:45:56+00:00,-82.5523,28.1678,217.06,2026-03-06 10:45:57+00:00,2026-03-06,US,Cheval
ac2c79,United States,2026-03-06 10:45:56+00:00,-102.3972,40.2473,263.64,2026-03-06 10:45:57+00:00,2026-03-06,US,Wray
3c6517,Germany,2026-03-06 10:45:56+00:00,4.8511,52.4137,225.27,2026-03-06 10:45:57+00:00,2026-03-06,NL,Zaandam
ad5329,United States,2026-03-06 10:40:46+00:00,-71.9676,38.4128,239.42,2026-03-06 10:45:57+00:00,2026-03-06,US,Westhampton Beach
e49d88,Brazil,2026-03-06 10:45:56+00:00,-47.2568,-20.6893,84.63,2026-03-06 10:45:57+00:00,2026-03-06,BR,Franca
7584b3,Philippines,2026-03-06 10:45:56+00:00,120.7025,14.1732,121.76,2026-03-06 10:45:57+00:00,2026-03-06,PH,Magallanes
a187ba,United States,2026-03-06 10:45:56+00:00,-94.2844,35.5807,202.49,2026-03-06 10:45:57+00:00,2026-03-06,US,Cedarville
86d974,Japan,2026-03-06 10:45:56+00:00,136.7579,34.8118,175.38,2026-03-06 10:45:57+00:00,2026-03-06,JP,Kaminoma
4a91af,Sweden,2026-03-06 10:45:57+00:00,3.1385,62.3033,204.54,2026-03-06 10:45:57+00:00,2026-03-06,NO,Måløy
3c651a,Germany,2026-03-06 10:45:56+00:00,7.7477,51.5809,218.45,2026-03-06 10:45:57+00:00,2026-03-06,DE,Bönen
ab60e3,United States,2026-03-06 10:45:56+00:00,-9.5289,54.2621,248.97,2026-03-06 10:45:57+00:00,2026-03-06,IE,Crossmolina
896198,United Arab Emirates,2026-03-06 10:45:55+00:00,3.6026,38.1674,242.89,2026-03-06 10:45:57+00:00,2026-03-06,ES,Cala d'Or
896197,United Arab Emirates,2026-03-06 10:44:57+00:00,8.7455,45.5484,76.58,2026-03-06 10:45:57+00:00,2026-03-06,IT,Turbigo
842370,Japan,2026-03-06 10:45:56+00:00,-119.1353,45.8309,298.35,2026-03-06 10:45:57+00:00,2026-03-06,US,Stanfield
896199,United Arab Emirates,2026-03-06 10:45:56+00:00,7.4921,45.9114,251.57,2026-03-06 10:45:57+00:00,2026-03-06,IT,Bionaz
3c4b23,Germany,2026-03-06 10:45:56+00:00,6.2748,56.7839,249.75,2026-03-06 10:45:57+00:00,2026-03-06,NO,Vestbygd
151db7,Russian Federation,2026-03-06 10:45:49+00:00,54.6149,63.7144,241.23,2026-03-06 10:45:57+00:00,2026-03-06,RU,Nizhniy Odes
3c15c1,Germany,2026-03-06 10:45:56+00:00,-5.9411,46.9257,234.96,2026-03-06 10:45:57+00:00,2026-03-06,FR,Plogoff
e4a4a9,Brazil,2026-03-06 10:45:54+00:00,-38.5354,-3.7734,0.0,2026-03-06 10:45:57+00:00,2026-03-06,BR,Fortaleza
a09d22,United States,2026-03-06 10:45:56+00:00,-89.9878,34.8967,131.2,2026-03-06 10:45:57+00:00,2026-03-06,US,Hernando
04c045,Kenya,2026-03-06 10:42:09+00:00,36.8382,-1.3846,82.42,2026-03-06 10:45:57+00:00,2026-03-06,KE,Imara Daima Estate
a12777,United States,2026-03-06 10:45:56+00:00,-98.4194,27.0127,231.18,2026-03-06 10:45:57+00:00,2026-03-06,US,Falfurrias
a5e2a1,United States,2026-03-06 10:45:56+00:00,-99.4269,34.447,253.78,2026-03-06 10:45:57+00:00,2026-03-06,US,Altus
896175,United Arab Emirates,2026-03-06 10:45:56+00:00,-0.4957,41.9376,270.96,2026-03-06 10:45:57+00:00,2026-03-06,ES,Torralba de Aragón
a4c2ad,United States,2026-03-06 10:45:55+00:00,-79.1786,41.5532,249.7,2026-03-06 10:45:57+00:00,2026-03-06,US,Marienville
a0f427,United States,2026-03-06 10:45:56+00:00,-98.3129,35.9988,283.6,2026-03-06 10:45:57+00:00,2026-03-06,US,Okeene
398c07,France,2026-03-06 10:45:54+00:00,4.4175,43.7402,45.3,2026-03-06 10:45:57+00:00,2026-03-06,FR,Garons
3e3033,Germany,,,,6.69,2026-03-06 10:45:57+00:00,,,
a7851c,United States,2026-03-06 10:45:55+00:00,-81.3711,28.7857,112.87,2026-03-06 10:45:57+00:00,2026-03-06,US,Heathrow
a0078e,United States,2026-03-06 10:45:55+00:00,-55.8357,-12.3889,71.73,2026-03-06 10:45:57+00:00,2026-03-06,BR,Ipiranga do Norte
a5f5bf,United States,2026-03-06 10:45:56+00:00,-82.1036,35.9373,236.13,2026-03-06 10:45:57+00:00,2026-03-06,US,Spruce Pine
801848,India,2026-03-06 10:45:54+00:00,77.5383,28.5515,136.84,2026-03-06 10:45:57+00:00,2026-03-06,IN,Dādri
896180,United Arab Emirates,2026-03-06 10:45:56+00:00,24.9392,38.6243,220.75,2026-03-06 10:45:57+00:00,2026-03-06,GR,Skýros
a12755,United States,2026-03-06 10:45:55+00:00,-131.0178,59.2312,303.91,2026-03-06 10:45:57+00:00,2026-03-06,CA,Watson Lake
86d930,Japan,2026-03-06 10:45:51+00:00,126.7936,37.5609,5.66,2026-03-06 10:45:57+00:00,2026-03-06,KR,Bucheon-si
40690d,United Kingdom,2026-03-06 10:45:56+00:00,2.3136,41.3402,151.77,2026-03-06 10:45:57+00:00,2026-03-06,ES,Diagonal Mar
a66576,United States,2026-03-06 10:45:56+00:00,-74.0093,40.8251,201.17,2026-03-06 10:45:57+00:00,2026-03-06,US,Ridgefield
40690c,United Kingdom,2026-03-06 10:45:57+00:00,0.8945,43.5816,229.66,2026-03-06 10:45:57+00:00,2026-03-06,FR,Gimont
782218,China,2026-03-06 10:45:53+00:00,104.428,3.6619,247.47,2026-03-06 10:45:57+00:00,2026-03-06,MY,Kampung Tekek
4a2a96,Romania,2026-03-06 10:45:56+00:00,26.3432,44.9126,37.04,2026-03-06 10:45:57+00:00,2026-03-06,RO,Parepa-Rușani
505d5a,Slovakia,2026-03-06 10:45:56+00:00,17.3833,48.0343,57.27,2026-03-06 10:45:57+00:00,2026-03-06,SK,Rohovce
80180a,India,2026-03-06 10:45:46+00:00,72.7235,18.8982,176.52,2026-03-06 10:45:57+00:00,2026-03-06,IN,Uran
80180b,India,2026-03-06 10:45:57+00:00,89.4365,20.7347,223.2,2026-03-06 10:45:57+00:00,2026-03-06,IN,Gosāba
782228,China,2026-03-06 10:45:52+00:00,114.361,22.0011,143.07,2026-03-06 10:45:57+00:00,2026-03-06,HK,Shek O
801823,India,2026-03-06 10:40:55+00:00,72.8675,19.0913,6.94,2026-03-06 10:45:57+00:00,2026-03-06,IN,Mumbai
a08a1a,United States,2026-03-06 10:45:56+00:00,-81.3144,35.605,129.42,2026-03-06 10:45:57+00:00,2026-03-06,US,Mountain View
801828,India,2026-03-06 10:45:54+00:00,77.3876,12.9135,131.76,2026-03-06 10:45:57+00:00,2026-03-06,IN,Māgadi
781b48,China,2026-03-06 10:45:55+00:00,114.6466,21.9047,239.08,2026-03-06 10:45:57+00:00,2026-03-06,HK,Shek O
801831,India,2026-03-06 10:45:55+00:00,72.7302,17.249,225.3,2026-03-06 10:45:57+00:00,2026-03-06,IN,Guhāgar
a2472c,United States,2026-03-06 10:45:56+00:00,-81.4143,31.2034,116.33,2026-03-06 10:45:57+00:00,2026-03-06,US,Saint Simon Mills
a08a6b,United States,2026-03-06 10:45:53+00:00,-73.8585,40.769,0.0,2026-03-06 10:45:57+00:00,2026-03-06,US,East Elmhurst
4951d3,Portugal,2026-03-06 10:45:56+00:00,-1.5307,47.0621,222.23,2026-03-06 10:45:57+00:00,2026-03-06,FR,Geneston
4951d5,Portugal,2026-03-06 10:45:03+00:00,-7.775,36.9869,103.12,2026-03-06 10:45:57+00:00,2026-03-06,PT,Fuzeta
4951d6,Portugal,2026-03-06 10:45:56+00:00,10.9819,47.5736,225.85,2026-03-06 10:45:57+00:00,2026-03-06,DE,Unterammergau
abbea2,United States,2026-03-06 10:45:56+00:00,-123.059,44.5522,128.55,2026-03-06 10:45:57+00:00,2026-03-06,US,Tangent
4951d8,Portugal,2026-03-06 10:45:56+00:00,4.4926,50.9038,5.4,2026-03-06 10:45:57+00:00,2026-03-06,BE,Melsbroek
a15aef,United States,2026-03-06 10:45:56+00:00,-82.9306,37.6159,251.26,2026-03-06 10:45:57+00:00,2026-03-06,US,Prestonsburg
