icao24,origin_country,pos_time,longitude,latitude,velocity,retrieved_time,pos_date,pos_country,pos_city
0a0018,Algeria,2026-03-06 10:49:53+00:00,3.1368,38.6504,212.5,2026-03-06 10:49:55+00:00,2026-03-06,ES,Colònia de Sant Jordi
4080de,United Kingdom,2026-03-06 10:49:54+00:00,-4.4965,46.4548,221.93,2026-03-06 10:49:55+00:00,2026-03-06,FR,Guilvinec
494116,Portugal,2026-03-06 10:49:54+00:00,4.7336,43.2861,213.5,2026-03-06 10:49:55+00:00,2026-03-06,FR,Port-Saint-Louis-du-Rhône
3c64c6,Germany,2026-03-06 10:49:54+00:00,5.3547,57.6666,231.71,2026-03-06 10:49:55+00:00,2026-03-06,NO,Vigrestad
4080e9,United Kingdom,2026-03-06 10:49:54+00:00,7.0369,52.1631,207.93,2026-03-06 10:49:55+00:00,2026-03-06,DE,Gronau
8015fc,India,2026-03-06 10:49:13+00:00,77.0898,28.5607,6.43,2026-03-06 10:49:55+00:00,2026-03-06,IN,Samālka
494111,Portugal,2026-03-06 10:49:55+00:00,22.9026,38.3994,169.2,2026-03-06 10:49:55+00:00,2026-03-06,GR,Ágios Geórgios
494110,Portugal,2026-03-06 10:49:54+00:00,11.7638,46.924,213.2,2026-03-06 10:49:55+00:00,2026-03-06,IT,Terento
78214d,China,2026-03-06 10:48:27+00:00,112.5097,21.8422,190.15,2026-03-06 10:49:55+00:00,2026-03-06,CN,Encheng
a880ff,United States,2026-03-06 10:49:54+00:00,-0.3935,53.9407,228.92,2026-03-06 10:49:55+00:00,2026-03-06,GB,Watton
781a6b,China,,,,158.93,2026-03-06 10:49:55+00:00,,,
4080e2,United Kingdom,2026-03-06 10:49:42+00:00,-0.5585,38.284,9.77,2026-03-06 10:49:55+00:00,2026-03-06,ES,El Altet
885303,Thailand,2026-03-06 10:49:55+00:00,120.538,14.3979,112.58,2026-03-06 10:49:55+00:00,2026-03-06,PH,Mariveles
885302,Thailand,2026-03-06 10:49:54+00:00,100.5858,13.8201,160.36,2026-03-06 10:49:55+00:00,2026-03-06,TH,Lat Phrao
ac987b,United States,2026-03-06 10:49:55+00:00,-80.6901,26.1021,130.67,2026-03-06 10:49:55+00:00,2026-03-06,US,Weston
0a0028,Algeria,2026-03-06 10:49:53+00:00,6.3624,39.3479,244.56,2026-03-06 10:49:55+00:00,2026-03-06,IT,Carloforte
4080e0,United Kingdom,2026-03-06 10:49:54+00:00,-1.4961,50.4024,205.0,2026-03-06 10:49:55+00:00,2026-03-06,GB,Brighstone
0a0021,Algeria,2026-03-06 10:49:54+00:00,1.2021,44.2625,235.39,2026-03-06 10:49:55+00:00,2026-03-06,FR,Cazes-Mondenard
0a0022,Algeria,2026-03-06 10:49:54+00:00,0.7278,44.1131,240.52,2026-03-06 10:49:55+00:00,2026-03-06,FR,Layrac
e491a3,Brazil,2026-03-06 10:49:54+00:00,-46.6983,-23.567,74.62,2026-03-06 10:49:55+00:00,2026-03-06,BR,Pinheiros
c06a8d,Canada,2026-03-06 10:49:54+00:00,-80.282,37.2267,230.49,2026-03-06 10:49:55+00:00,2026-03-06,US,Shawsville
ac8577,United States,2026-03-06 10:49:49+00:00,-90.3634,38.7428,0.0,2026-03-06 10:49:55+00:00,2026-03-06,US,Woodson Terrace
873312,Japan,2026-03-06 10:49:54+00:00,135.2135,34.6234,174.77,2026-03-06 10:49:55+00:00,2026-03-06,JP,Kobe
4080cc,United Kingdom,2026-03-06 10:49:54+00:00,-3.7117,57.836,139.47,2026-03-06 10:49:55+00:00,2026-03-06,GB,Balintore
494105,Portugal,2026-03-06 10:49:54+00:00,9.6315,56.976,232.04,2026-03-06 10:49:55+00:00,2026-03-06,DK,Nibe
861f88,Japan,2026-03-06 10:49:54+00:00,134.2755,34.4508,161.87,2026-03-06 10:49:55+00:00,2026-03-06,JP,Horikoshi
494102,Portugal,2026-03-06 10:49:54+00:00,7.1222,48.3177,197.63,2026-03-06 10:49:55+00:00,2026-03-06,FR,Ban-de-Laveline
86d6c8,Japan,2026-03-06 10:49:53+00:00,132.4299,34.2755,175.05,2026-03-06 10:49:55+00:00,2026-03-06,JP,Etajima
4b28b1,Switzerland,2026-03-06 10:48:14+00:00,6.6175,46.5431,1.54,2026-03-06 10:49:55+00:00,2026-03-06,CH,Blécherette
aa5828,United States,2026-03-06 10:49:54+00:00,10.8694,47.9683,120.4,2026-03-06 10:49:55+00:00,2026-03-06,DE,Unterdießen
494106,Portugal,2026-03-06 10:49:54+00:00,9.0353,45.5018,171.49,2026-03-06 10:49:55+00:00,2026-03-06,IT,Cornaredo
8015e4,India,2026-03-06 10:49:54+00:00,79.7191,27.647,208.87,2026-03-06 10:49:55+00:00,2026-03-06,IN,Jalālābād
3c4ad9,Germany,2026-03-06 10:49:54+00:00,8.5365,50.035,3.34,2026-03-06 10:49:55+00:00,2026-03-06,DE,Kelsterbach
a51b27,United States,2026-03-06 10:49:55+00:00,-96.8333,35.3334,228.26,2026-03-06 10:49:55+00:00,2026-03-06,US,Shawnee
7c6ae2,Australia,2026-03-06 10:42:45+00:00,153.1314,-27.3798,3.09,2026-03-06 10:49:55+00:00,2026-03-06,AU,Nudgee
3c4ad7,Germany,2026-03-06 10:49:54+00:00,-6.4713,56.146,238.19,2026-03-06 10:49:55+00:00,2026-03-06,GB,Isle of Islay
8002b1,India,2026-03-06 10:49:54+00:00,77.3548,28.5642,101.92,2026-03-06 10:49:55+00:00,2026-03-06,IN,Noida
8015e2,India,,,,244.04,2026-03-06 10:49:55+00:00,,,
8015e5,India,2026-03-06 10:44:37+00:00,77.0811,28.565,0.39,2026-03-06 10:49:55+00:00,2026-03-06,IN,Samālka
a6b833,United States,2026-03-06 10:49:54+00:00,-90.2514,35.1968,244.12,2026-03-06 10:49:55+00:00,2026-03-06,US,Marion
78216a,China,2026-03-06 10:49:54+00:00,13.8551,59.7881,258.99,2026-03-06 10:49:55+00:00,2026-03-06,SE,Molkom
3c64f7,Germany,2026-03-06 10:49:54+00:00,-12.0556,52.0401,256.21,2026-03-06 10:49:55+00:00,2026-03-06,IE,Dingle
3c64f4,Germany,2026-03-06 10:49:54+00:00,7.9966,53.8546,233.86,2026-03-06 10:49:55+00:00,2026-03-06,DE,Wangerooge
3c177f,Germany,2026-03-06 10:48:41+00:00,9.8352,53.5309,0.0,2026-03-06 10:49:55+00:00,2026-03-06,DE,Nienstedten
45ba47,Denmark,2026-03-06 10:49:54+00:00,6.4307,55.2989,209.35,2026-03-06 10:49:55+00:00,2026-03-06,DE,Juist
4080c1,United Kingdom,2026-03-06 10:49:54+00:00,-7.951,35.0074,227.26,2026-03-06 10:49:55+00:00,2026-03-06,MA,El Mansouria
ade201,United States,2026-03-06 10:49:54+00:00,-97.6128,30.6042,54.34,2026-03-06 10:49:55+00:00,2026-03-06,US,Georgetown
8015f7,India,2026-03-06 10:49:54+00:00,11.539,46.429,246.52,2026-03-06 10:49:55+00:00,2026-03-06,IT,Nova Levante
0d0a9a,Mexico,2026-03-06 10:49:54+00:00,-112.8452,31.0453,265.32,2026-03-06 10:49:55+00:00,2026-03-06,MX,Plutarco Elías Calles (La Y Griega)
88530b,Thailand,2026-03-06 10:47:18+00:00,100.0259,18.0632,181.3,2026-03-06 10:49:55+00:00,2026-03-06,TH,Den Chai
4080ad,United Kingdom,2026-03-06 10:48:14+00:00,-12.564,30.3944,207.86,2026-03-06 10:49:55+00:00,2026-03-06,ES,Punta de Mujeres
3c64f8,Germany,2026-03-06 10:49:54+00:00,20.7896,46.9329,233.06,2026-03-06 10:49:55+00:00,2026-03-06,HU,Gyomaendrőd
3e9daf,Germany,2026-03-06 10:49:55+00:00,12.7943,64.5278,164.44,2026-03-06 10:49:55+00:00,2026-03-06,NO,Grong
8015ef,India,2026-03-06 10:49:54+00:00,77.2024,26.3965,231.24,2026-03-06 10:49:55+00:00,2026-03-06,IN,Karauli
ac857b,United States,2026-03-06 10:49:54+00:00,-70.6892,43.3954,158.88,2026-03-06 10:49:55+00:00,2026-03-06,US,South Sanford
c04937,Canada,2026-03-06 10:49:53+00:00,2.9509,49.64,224.64,2026-03-06 10:49:55+00:00,2026-03-06,FR,Crisolles
885314,Thailand,2026-03-06 10:49:54+00:00,100.4185,15.2405,213.62,2026-03-06 10:49:55+00:00,2026-03-06,TH,Takhli
3d243b,Germany,2026-03-06 10:49:54+00:00,6.0368,49.4028,72.43,2026-03-06 10:49:55+00:00,2026-03-06,FR,Angevillers
a618f5,United States,2026-03-06 10:49:54+00:00,-78.7378,42.3577,195.54,2026-03-06 10:49:55+00:00,2026-03-06,US,Little Valley
885313,Thailand,2026-03-06 10:49:53+00:00,100.1697,12.8815,206.95,2026-03-06 10:49:55+00:00,2026-03-06,TH,Cha-am
4009c5,United Kingdom,2026-03-06 10:49:54+00:00,-1.1502,51.9215,152.72,2026-03-06 10:49:55+00:00,2026-03-06,GB,Bicester
e48b63,Brazil,2026-03-06 10:49:54+00:00,-47.5263,-23.2592,133.41,2026-03-06 10:49:55+00:00,2026-03-06,BR,Porto Feliz
abb3ec,United States,2026-03-06 10:46:57+00:00,-76.7445,24.6034,255.29,2026-03-06 10:49:55+00:00,2026-03-06,BS,Black Point
4bc859,Turkey,2026-03-06 10:49:53+00:00,22.3064,47.4118,222.24,2026-03-06 10:49:55+00:00,2026-03-06,RO,Cheț
4bc856,Turkey,2026-03-06 10:49:54+00:00,17.3782,56.1865,212.43,2026-03-06 10:49:55+00:00,2026-03-06,SE,Södra Sandby
4bc854,Turkey,2026-03-06 10:49:54+00:00,16.7661,44.6469,216.11,2026-03-06 10:49:55+00:00,2026-03-06,BA,Peći
4009c7,United Kingdom,2026-03-06 10:49:55+00:00,-1.1269,51.9846,141.61,2026-03-06 10:49:55+00:00,2026-03-06,GB,Brackley
4bc853,Turkey,2026-03-06 10:49:54+00:00,24.1238,43.2824,212.82,2026-03-06 10:49:55+00:00,2026-03-06,BG,Cherven Bryag
c021f6,Canada,2026-03-06 10:49:54+00:00,-64.1659,45.2806,179.35,2026-03-06 10:49:55+00:00,2026-03-06,CA,Parrsboro
4bc84f,Turkey,2026-03-06 10:49:53+00:00,18.2952,45.4888,228.02,2026-03-06 10:49:55+00:00,2026-03-06,HR,Koška
4401e8,Austria,2026-03-06 10:49:55+00:00,5.9094,46.7319,236.46,2026-03-06 10:49:55+00:00,2026-03-06,FR,Champagnole
4bc84c,Turkey,2026-03-06 10:49:54+00:00,27.4729,42.1287,208.76,2026-03-06 10:49:55+00:00,2026-03-06,BG,Malko Tarnovo
4b15d8,Switzerland,2026-03-06 10:44:54+00:00,-10.8557,45.529,249.07,2026-03-06 10:49:55+00:00,2026-03-06,ES,Camariñas
4bc84a,Turkey,2026-03-06 10:49:53+00:00,28.0632,40.9769,206.9,2026-03-06 10:49:55+00:00,2026-03-06,TR,Sultanköy
4bc84b,Turkey,2026-03-06 10:49:55+00:00,10.3405,40.891,244.36,2026-03-06 10:49:55+00:00,2026-03-06,IT,La Caletta
a94bfc,United States,2026-03-06 10:49:54+00:00,-96.381,36.8281,242.43,2026-03-06 10:49:55+00:00,2026-03-06,US,Pawhuska
4401d1,Austria,2026-03-06 10:49:54+00:00,6.4662,43.2337,214.68,2026-03-06 10:49:55+00:00,2026-03-06,FR,Cogolin
3c6634,Germany,2026-03-06 10:49:54+00:00,7.7598,49.9292,141.57,2026-03-06 10:49:55+00:00,2026-03-06,DE,Wallhausen
0d111b,Mexico,2026-03-06 10:49:54+00:00,-116.9318,32.5368,80.4,2026-03-06 10:49:55+00:00,2026-03-06,MX,Tijuana
34454b,Spain,2026-03-06 10:49:54+00:00,-8.0571,35.8949,228.69,2026-03-06 10:49:55+00:00,2026-03-06,PT,Faro
34454a,Spain,2026-03-06 10:49:54+00:00,-0.1315,51.1564,98.17,2026-03-06 10:49:55+00:00,2026-03-06,GB,Copthorne
a1c7c1,United States,2026-03-06 10:48:16+00:00,118.6464,19.0827,224.31,2026-03-06 10:49:55+00:00,2026-03-06,PH,Davila
a0dd44,United States,2026-03-06 10:49:54+00:00,-71.7223,42.5712,186.71,2026-03-06 10:49:55+00:00,2026-03-06,US,Lunenburg
344557,Spain,2026-03-06 10:49:54+00:00,-0.5097,47.3461,211.74,2026-03-06 10:49:55+00:00,2026-03-06,FR,Soulaines-sur-Aubance
739349,Israel,2026-03-06 10:49:43+00:00,29.3517,34.5647,200.16,2026-03-06 10:49:55+00:00,2026-03-06,GR,Megísti
4401d9,Austria,2026-03-06 10:49:54+00:00,16.2494,47.9816,30.25,2026-03-06 10:49:55+00:00,2026-03-06,AT,Baden
89605b,United Arab Emirates,2026-03-06 10:49:49+00:00,32.4845,28.7907,269.18,2026-03-06 10:49:55+00:00,2026-03-06,EG,Ras Gharib
861ef8,Japan,2026-03-06 10:47:34+00:00,136.5698,34.8886,123.77,2026-03-06 10:49:55+00:00,2026-03-06,JP,Suzuka
4b15ef,Switzerland,2026-03-06 10:49:54+00:00,-4.1189,33.9369,252.92,2026-03-06 10:49:55+00:00,2026-03-06,MA,Tazarine
842250,Japan,2026-03-06 10:49:54+00:00,133.2653,34.2498,147.31,2026-03-06 10:49:55+00:00,2026-03-06,JP,Kami-yuge
e4a5d8,Brazil,2026-03-06 10:49:52+00:00,-46.7171,-23.2295,78.98,2026-03-06 10:49:55+00:00,2026-03-06,BR,Francisco Morato
e49220,Brazil,2026-03-06 10:49:54+00:00,-41.7645,-21.7425,231.11,2026-03-06 10:49:55+00:00,2026-03-06,BR,São Fidélis
3c6658,Germany,2026-03-06 10:49:54+00:00,17.0253,45.522,233.8,2026-03-06 10:49:55+00:00,2026-03-06,HR,Dežanovac
3c6657,Germany,2026-03-06 10:49:54+00:00,-4.8725,53.6637,184.38,2026-03-06 10:49:55+00:00,2026-03-06,GB,Holyhead
4b15db,Switzerland,2026-03-06 10:49:54+00:00,5.8653,47.989,206.97,2026-03-06 10:49:55+00:00,2026-03-06,FR,Lamarche
4bc848,Turkey,2026-03-06 10:49:54+00:00,15.2833,44.8063,221.19,2026-03-06 10:49:55+00:00,2026-03-06,HR,Otočac
4bc846,Turkey,2026-03-06 10:49:54+00:00,19.276,45.0781,233.63,2026-03-06 10:49:55+00:00,2026-03-06,RS,Šid
408178,United Kingdom,2026-03-06 10:49:54+00:00,-0.7203,52.2871,204.07,2026-03-06 10:49:55+00:00,2026-03-06,GB,Wellingborough
4bc844,Turkey,2026-03-06 10:49:54+00:00,22.8037,42.9931,233.59,2026-03-06 10:49:55+00:00,2026-03-06,RS,Dimitrovgrad
4401dc,Austria,2026-03-06 10:49:54+00:00,-0.7877,44.7781,90.26,2026-03-06 10:49:55+00:00,2026-03-06,FR,Saint-Jean-d'Illac
4bc842,Turkey,2026-03-06 10:49:54+00:00,10.6662,53.2821,220.81,2026-03-06 10:49:55+00:00,2026-03-06,DE,Thomasburg
ac1076,United States,2026-03-06 10:49:54+00:00,-80.4333,25.7813,81.36,2026-03-06 10:49:55+00:00,2026-03-06,US,Tamiami
861ede,Japan,2026-03-06 10:49:54+00:00,140.1786,35.587,117.5,2026-03-06 10:49:55+00:00,2026-03-06,JP,Chiba
408170,United Kingdom,2026-03-06 10:49:54+00:00,-2.5231,49.35,95.26,2026-03-06 10:49:55+00:00,2026-03-06,GG,St Martin
c06a88,Canada,2026-03-06 10:49:54+00:00,-1.197,46.3981,240.81,2026-03-06 10:49:55+00:00,2026-03-06,FR,Triaize
40815b,United Kingdom,2026-03-06 10:49:54+00:00,7.7113,49.3369,218.56,2026-03-06 10:49:55+00:00,2026-03-06,DE,Heltersberg
a0f735,United States,2026-03-06 10:49:54+00:00,-74.1649,40.7029,11.32,2026-03-06 10:49:55+00:00,2026-03-06,US,Newark
3c6654,Germany,2026-03-06 10:49:34+00:00,8.5294,50.0349,15.43,2026-03-06 10:49:55+00:00,2026-03-06,DE,Kelsterbach
4401f7,Austria,2026-03-06 10:49:53+00:00,2.1725,48.6688,87.49,2026-03-06 10:49:55+00:00,2026-03-06,FR,Les Ulis
3c6653,Germany,2026-03-06 10:49:54+00:00,10.195,51.7103,231.17,2026-03-06 10:49:55+00:00,2026-03-06,DE,Wulften
3c6652,Germany,2026-03-06 10:49:54+00:00,0.5073,43.5401,224.72,2026-03-06 10:49:55+00:00,2026-03-06,FR,Seissan
4bc88c,Turkey,2026-03-06 10:49:53+00:00,22.2374,43.5762,218.15,2026-03-06 10:49:55+00:00,2026-03-06,RS,Knjazevac
4bc88d,Turkey,2026-03-06 10:48:06+00:00,-5.8477,37.4181,6.69,2026-03-06 10:49:55+00:00,2026-03-06,ES,Valdezorras
4bc88a,Turkey,2026-03-06 10:49:54+00:00,43.2363,41.3898,249.53,2026-03-06 10:49:55+00:00,2026-03-06,TR,Kurtkale
505e66,Slovakia,2026-03-06 10:49:50+00:00,18.2942,48.6285,23.74,2026-03-06 10:49:55+00:00,2026-03-06,SK,Partizánske
a9aebe,United States,2026-03-06 10:49:54+00:00,-4.9577,55.7761,243.03,2026-03-06 10:49:55+00:00,2026-03-06,GB,Isle of Cumbrae
87339a,Japan,2026-03-06 10:49:54+00:00,130.5441,33.4611,144.25,2026-03-06 10:49:55+00:00,2026-03-06,JP,Chikushino-shi
4bc899,Turkey,2026-03-06 10:48:50+00:00,21.7682,54.6265,4.12,2026-03-06 10:49:55+00:00,2026-03-06,RU,Chernyakhovsk
a5d2d4,United States,2026-03-06 10:49:55+00:00,-90.0222,37.6974,249.19,2026-03-06 10:49:55+00:00,2026-03-06,US,Perryville
8638b0,Japan,2026-03-06 10:49:54+00:00,137.9291,36.6136,213.81,2026-03-06 10:49:55+00:00,2026-03-06,JP,Wada
5002ab,San Marino,2026-03-06 10:49:54+00:00,0.1199,50.2477,109.17,2026-03-06 10:49:55+00:00,2026-03-06,GB,Friston
39d304,France,2026-03-06 10:49:54+00:00,1.6103,48.0567,188.53,2026-03-06 10:49:55+00:00,2026-03-06,FR,Patay
39d306,France,2026-03-06 10:49:42+00:00,-1.5384,46.7331,147.86,2026-03-06 10:49:55+00:00,2026-03-06,FR,La Génétouze
39d307,France,2026-03-06 10:49:55+00:00,-2.6435,53.7625,229.21,2026-03-06 10:49:55+00:00,2026-03-06,GB,Preston
39d308,France,2026-03-06 10:49:54+00:00,-1.2056,41.4677,232.31,2026-03-06 10:49:55+00:00,2026-03-06,ES,Alfamén
4bc89a,Turkey,2026-03-06 10:49:53+00:00,21.7926,45.7247,224.17,2026-03-06 10:49:55+00:00,2026-03-06,RO,Boldur
a83ef2,United States,2026-03-06 10:49:54+00:00,-76.6021,37.1453,218.88,2026-03-06 10:49:55+00:00,2026-03-06,US,Rushmere
39d309,France,2026-03-06 10:49:54+00:00,-6.208,35.8808,241.61,2026-03-06 10:49:55+00:00,2026-03-06,MA,Boukhalef
801725,India,2026-03-06 10:48:38+00:00,72.9254,20.2693,230.14,2026-03-06 10:49:55+00:00,2026-03-06,IN,Naroli
a45d1a,United States,2026-03-06 10:49:54+00:00,-77.4586,38.9555,7.72,2026-03-06 10:49:55+00:00,2026-03-06,US,Floris
39d302,France,2026-03-06 10:49:54+00:00,-17.2483,28.1787,214.47,2026-03-06 10:49:55+00:00,2026-03-06,ES,Vallehermosa
39831d,France,2026-03-06 10:49:54+00:00,16.573,48.8984,66.36,2026-03-06 10:49:55+00:00,2026-03-06,CZ,Dolní Dunajovice
3d0a8c,Germany,2026-03-06 10:49:54+00:00,6.3364,50.8155,56.63,2026-03-06 10:49:55+00:00,2026-03-06,DE,Langerwehe
a76235,United States,2026-03-06 10:49:54+00:00,-73.7226,41.3724,216.09,2026-03-06 10:49:55+00:00,2026-03-06,US,Mahopac
44b436,Belgium,2026-03-06 10:49:54+00:00,4.0533,51.1634,38.18,2026-03-06 10:49:55+00:00,2026-03-06,BE,Sinaai
801733,India,2026-03-06 10:49:53+00:00,73.0931,19.0917,90.55,2026-03-06 10:49:55+00:00,2026-03-06,IN,Artist Village
861eb4,Japan,2026-03-06 10:49:55+00:00,140.3805,37.9801,260.1,2026-03-06 10:49:55+00:00,2026-03-06,JP,Seki
3ffab3,Germany,2026-03-06 10:49:54+00:00,12.4767,49.5888,66.79,2026-03-06 10:49:55+00:00,2026-03-06,DE,Eslarn
4bc883,Turkey,2026-03-06 10:49:54+00:00,24.1149,43.7785,210.47,2026-03-06 10:49:55+00:00,2026-03-06,RO,Dăbuleni
4bc881,Turkey,2026-03-06 10:48:42+00:00,-1.8989,42.9287,189.58,2026-03-06 10:49:55+00:00,2026-03-06,ES,Irañeta
7103d8,Saudi Arabia,2026-03-06 10:49:12+00:00,19.3099,37.2431,250.31,2026-03-06 10:49:55+00:00,2026-03-06,GR,Lixoúri
3d0a9b,Germany,2026-03-06 10:49:54+00:00,8.4543,53.0949,40.07,2026-03-06 10:49:55+00:00,2026-03-06,DE,Hude
a4771b,United States,2026-03-06 10:49:54+00:00,-100.7855,37.0182,214.57,2026-03-06 10:49:55+00:00,2026-03-06,US,Liberal
aa588b,United States,2026-03-06 10:49:54+00:00,-76.5495,38.1762,214.07,2026-03-06 10:49:55+00:00,2026-03-06,US,California
4401b0,Austria,2026-03-06 10:49:54+00:00,15.6693,48.5866,70.22,2026-03-06 10:49:55+00:00,2026-03-06,AT,Gars am Kamp
8518f2,Japan,2026-03-06 10:49:54+00:00,139.784,35.5444,0.77,2026-03-06 10:49:55+00:00,2026-03-06,JP,Haneda
a75b65,United States,2026-03-06 10:49:54+00:00,-99.6887,34.3772,242.33,2026-03-06 10:49:55+00:00,2026-03-06,US,Quanah
505e70,Slovakia,2026-03-06 10:48:02+00:00,18.3219,48.6098,32.58,2026-03-06 10:49:55+00:00,2026-03-06,SK,Partizánske
4009d9,United Kingdom,2026-03-06 10:49:55+00:00,1.1481,51.7175,177.99,2026-03-06 10:49:55+00:00,2026-03-06,GB,Clacton-on-Sea
702034,Bangladesh,2026-03-06 10:49:54+00:00,76.93,28.3475,180.19,2026-03-06 10:49:55+00:00,2026-03-06,IN,Mānesar
4009d8,United Kingdom,2026-03-06 10:49:53+00:00,8.5807,50.0358,15.43,2026-03-06 10:49:55+00:00,2026-03-06,DE,Zeppelinheim
4bc894,Turkey,2026-03-06 10:49:54+00:00,27.1472,42.2949,202.19,2026-03-06 10:49:55+00:00,2026-03-06,BG,Sredets
4bb563,Turkey,2026-03-06 10:47:07+00:00,28.0286,32.6351,247.03,2026-03-06 10:49:55+00:00,2026-03-06,EG,Marsá Maţrūḩ
aaf5b1,United States,2026-03-06 10:49:54+00:00,-87.7093,40.3873,269.44,2026-03-06 10:49:55+00:00,2026-03-06,US,Rossville
4bc890,Turkey,2026-03-06 10:49:54+00:00,23.6129,44.1416,212.62,2026-03-06 10:49:55+00:00,2026-03-06,RO,Radovan
a75b5e,United States,2026-03-06 10:49:54+00:00,-97.345,49.9943,233.8,2026-03-06 10:49:55+00:00,2026-03-06,CA,Headingley
ab15c2,United States,2026-03-06 10:49:55+00:00,-2.4297,54.1597,248.81,2026-03-06 10:49:55+00:00,2026-03-06,GB,Ingleton
4401b1,Austria,2026-03-06 10:49:54+00:00,3.3161,50.8549,56.38,2026-03-06 10:49:55+00:00,2026-03-06,BE,Harelbeke
a11f9d,United States,2026-03-06 10:49:53+00:00,-71.0054,42.3725,0.0,2026-03-06 10:49:55+00:00,2026-03-06,US,Orient Heights
452087,Bulgaria,2026-03-06 10:49:12+00:00,29.0885,42.6443,257.04,2026-03-06 10:49:55+00:00,2026-03-06,BG,Balgarevo
3c6468,Germany,2026-03-06 10:49:45+00:00,14.2342,50.1031,0.0,2026-03-06 10:49:55+00:00,2026-03-06,CZ,Jeneč
a6bfa6,United States,2026-03-06 10:46:12+00:00,-105.53,43.433,258.35,2026-03-06 10:49:55+00:00,2026-03-06,US,Wright
4bb47a,Turkey,2026-03-06 10:49:53+00:00,28.5486,41.7351,193.23,2026-03-06 10:49:55+00:00,2026-03-06,TR,Karacaköy
a30ffd,United States,2026-03-06 10:49:53+00:00,-82.402,30.1629,249.71,2026-03-06 10:49:55+00:00,2026-03-06,US,Lake Butler
7c6136,Australia,2026-03-06 10:49:36+00:00,116.7145,-33.7353,85.6,2026-03-06 10:49:55+00:00,2026-03-06,AU,Kojonup
ab87c8,United States,2026-03-06 10:49:54+00:00,-78.236,42.5395,263.17,2026-03-06 10:49:55+00:00,2026-03-06,US,Houghton
500254,San Marino,2026-03-06 10:49:55+00:00,16.5998,48.0488,87.35,2026-03-06 10:49:55+00:00,2026-03-06,AT,Margarethen am Moos
0d0e2c,Mexico,2026-03-06 10:49:55+00:00,-79.9149,43.4734,111.23,2026-03-06 10:49:55+00:00,2026-03-06,CA,Milton
3c6467,Germany,2026-03-06 10:49:54+00:00,7.9727,49.9119,126.64,2026-03-06 10:49:55+00:00,2026-03-06,DE,Ockenheim
80187b,India,2026-03-06 10:49:54+00:00,32.1589,29.5866,204.17,2026-03-06 10:49:55+00:00,2026-03-06,EG,Ain Sukhna
4843f2,Kingdom of the Netherlands,2026-03-06 10:49:54+00:00,0.7412,51.6559,231.36,2026-03-06 10:49:55+00:00,2026-03-06,GB,Althorne
4a91fa,Sweden,2026-03-06 10:49:54+00:00,4.8799,52.1375,241.84,2026-03-06 10:49:55+00:00,2026-03-06,NL,Zegveld
4b5d9f,Switzerland,2026-03-06 10:49:24+00:00,8.5541,47.4626,0.0,2026-03-06 10:49:55+00:00,2026-03-06,CH,Rümlang / Rümlang (Dorfkern)
4068f5,United Kingdom,2026-03-06 10:49:54+00:00,-8.6956,37.8712,238.21,2026-03-06 10:49:55+00:00,2026-03-06,PT,Cercal
a36659,United States,2026-03-06 10:49:54+00:00,-106.2722,38.9345,215.75,2026-03-06 10:49:55+00:00,2026-03-06,US,Buena Vista
440090,Austria,2026-03-06 10:49:54+00:00,6.8338,44.6404,212.78,2026-03-06 10:49:55+00:00,2026-03-06,FR,Guillestre
3c6473,Germany,2026-03-06 10:49:54+00:00,9.8155,49.6402,168.02,2026-03-06 10:49:55+00:00,2026-03-06,DE,Kirchheim
4b5d9b,Switzerland,2026-03-06 10:49:45+00:00,8.5586,47.4506,0.06,2026-03-06 10:49:55+00:00,2026-03-06,CH,Glattbrugg / Rohr/Platten-Balsberg
7c6d75,Australia,2026-03-06 10:49:54+00:00,151.1653,-33.9052,80.02,2026-03-06 10:49:55+00:00,2026-03-06,AU,Enmore
80184b,India,,,,235.56,2026-03-06 10:49:55+00:00,,,
a173d2,United States,2026-03-06 10:49:55+00:00,-85.5909,42.8712,69.7,2026-03-06 10:49:55+00:00,2026-03-06,US,Kentwood
738065,Israel,2026-03-06 10:49:52+00:00,4.2879,40.9072,209.32,2026-03-06 10:49:55+00:00,2026-03-06,ES,Mercadal
c07b05,Canada,2026-03-06 10:49:51+00:00,-71.0198,42.3626,0.0,2026-03-06 10:49:55+00:00,2026-03-06,US,Jeffries Point
ad4d12,United States,2026-03-06 10:49:55+00:00,-100.2733,34.0385,247.68,2026-03-06 10:49:55+00:00,2026-03-06,US,Paducah
7583e7,Philippines,2026-03-06 10:49:54+00:00,121.0714,14.3386,122.23,2026-03-06 10:49:55+00:00,2026-03-06,PH,Biñan
7583e4,Philippines,2026-03-06 10:45:13+00:00,121.7701,11.5983,209.87,2026-03-06 10:49:55+00:00,2026-03-06,PH,Union
3c6483,Germany,2026-03-06 10:49:55+00:00,13.0702,50.4156,232.78,2026-03-06 10:49:55+00:00,2026-03-06,CZ,Kovářská
80184e,India,2026-03-06 10:49:54+00:00,88.4418,22.6461,2.83,2026-03-06 10:49:55+00:00,2026-03-06,IN,Dam Dam
3c6482,Germany,2026-03-06 10:45:09+00:00,-2.2088,43.1912,175.94,2026-03-06 10:49:55+00:00,2026-03-06,ES,Errezil
3c6489,Germany,2026-03-06 10:49:54+00:00,-4.0812,39.5417,232.09,2026-03-06 10:49:55+00:00,2026-03-06,ES,Marjaliza
